selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand,date,rotational_speed
480000,30000,Diesel,Individual,Manual,1.0,26.59,1248.0,74.0,190.0,5.0,Maruti,6,2000.0
650000,50000,Diesel,Individual,Automatic,2.0,26.59,1248.0,74.0,190.0,5.0,Maruti,5,2000.0
480000,80000,Diesel,Individual,Manual,1.0,23.4,1248.0,74.0,190.0,5.0,Maruti,8,2000.0
700000,40000,Diesel,Individual,Manual,1.0,22.54,1396.0,88.73,219.7,5.0,Hyundai,5,2125.0
650000,110000,Diesel,Individual,Manual,3.0,20.77,1248.0,88.76,200.0,7.0,Maruti,6,1750.0
1300000,48000,Diesel,Individual,Manual,2.0,19.67,1582.0,126.2,259.9,5.0,Hyundai,6,2325.0
1350000,97000,Diesel,Individual,Automatic,1.0,16.96,1968.0,138.03,320.0,5.0,Volkswagen,5,2125.0
1000000,60000,Diesel,Individual,Automatic,1.0,22.15,1498.0,108.6,250.0,5.0,Volkswagen,5,2250.0
1080000,12800,Petrol,Individual,Automatic,1.0,17.8,1496.0,105.5,140.0,5.0,Toyota,3,4200.0
170000,40000,Petrol,Individual,Manual,1.0,21.1,814.0,55.2,74.5,5.0,Hyundai,9,4000.0
610000,49000,Diesel,Individual,Manual,1.0,28.4,1248.0,74.0,190.0,5.0,Maruti,4,2000.0
350000,25000,Petrol,Individual,Manual,1.0,18.5,1197.0,85.8,114.0,5.0,Maruti,7,4000.0
260000,65000,Petrol,Individual,Manual,2.0,22.74,796.0,47.3,69.0,5.0,Maruti,5,3500.0
700000,20000,Diesel,Individual,Manual,1.0,20.4,1248.0,91.7,209.0,5.0,Fiat,6,2000.0
678000,17000,Petrol,Individual,Manual,1.0,18.78,999.0,75.0,95.0,5.0,Volkswagen,3,3650.0
800000,15000,Diesel,Individual,Manual,1.0,23.65,1248.0,88.5,200.0,5.0,Maruti,6,1750.0
400000,120000,Diesel,Individual,Manual,2.0,23.59,1364.0,67.04,170.0,5.0,Toyota,7,2100.0
300000,49000,Petrol,Individual,Manual,1.0,18.5,1197.0,80.0,111.8,5.0,Hyundai,11,4000.0
520000,29000,Petrol,Individual,Manual,1.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,5,4000.0
850000,55000,Diesel,Individual,Automatic,1.0,19.61,1461.0,108.5,248.0,5.0,Nissan,4,2250.0
1460000,5000,Diesel,Individual,Manual,1.0,17.3,1497.0,121.0,300.0,7.0,Mahindra,2,2125.0
830000,35000,Diesel,Individual,Manual,1.0,21.5,1497.0,108.5,260.0,5.0,Tata,4,2125.0
430000,5000,Petrol,Individual,Manual,2.0,20.63,1198.0,67.0,104.0,5.0,Datsun,3,4000.0
850000,60000,Diesel,Individual,Manual,1.0,22.77,1498.0,98.59,205.0,5.0,Ford,4,2500.0
650000,70000,Petrol,Individual,Manual,1.0,20.85,1197.0,83.14,115.0,5.0,Maruti,4,4000.0
120000,120000,Diesel,Individual,Manual,2.0,16.8,1493.0,110.0,235.4,5.0,Hyundai,13,2325.0
730000,65100,Diesel,Individual,Manual,2.0,18.49,1493.0,100.0,240.0,7.0,Mahindra,5,2200.0
525000,20000,Petrol,Individual,Automatic,1.0,20.89,1197.0,81.8,113.0,5.0,Maruti,2,4200.0
600000,108000,Diesel,Individual,Manual,1.0,21.19,1396.0,88.73,220.0,5.0,Hyundai,6,2125.0
500000,15000,Petrol,Individual,Manual,1.0,21.21,1197.0,81.8,113.0,5.0,Maruti,2,4200.0
150000,77000,Petrol,Individual,Manual,1.0,17.92,1086.0,62.1,96.1,5.0,Hyundai,12,3000.0
409999,18500,Petrol,Individual,Manual,1.0,20.51,998.0,67.04,90.0,5.0,Maruti,6,3500.0
625000,120000,Diesel,Individual,Manual,1.0,18.49,1493.0,100.0,240.0,7.0,Mahindra,5,2200.0
290000,15200,Petrol,Individual,Manual,1.0,25.17,799.0,53.3,72.0,5.0,Renault,6,4386.0
500000,35000,Petrol,Individual,Manual,1.0,17.3,1497.0,117.3,145.0,7.0,Honda,6,4600.0
475000,80000,Diesel,Individual,Manual,1.0,22.32,1582.0,126.32,259.8,5.0,Hyundai,10,2325.0
190000,70000,Petrol,Individual,Manual,1.0,21.1,814.0,55.2,74.5,5.0,Hyundai,8,4000.0
750000,80000,Diesel,Individual,Manual,2.0,15.1,2179.0,140.0,330.0,7.0,Mahindra,7,2200.0
525000,120000,Diesel,Individual,Manual,2.0,19.01,1461.0,108.5,248.0,5.0,Nissan,7,2250.0
495000,82000,Diesel,Individual,Manual,3.0,17.3,1998.0,163.7,380.0,5.0,Chevrolet,9,2000.0
2625000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999.0,177.0,430.0,5.0,Jaguar,4,2125.0
5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487.0,214.56,202.0,5.0,Lexus,2,4400.0
3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999.0,177.0,430.0,5.0,Jaguar,4,2125.0
503000,110000,Diesel,Individual,Manual,1.0,14.1,2179.0,147.94,320.0,7.0,Tata,6,2250.0
3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969.0,190.0,190.0,5.0,Volvo,2,3500.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494.0,157.7,213.0,5.0,Toyota,5,4500.0
225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998.0,67.05,90.0,5.0,Maruti,8,3500.0
740000,38817,Diesel,Dealer,Manual,1.0,27.39,1248.0,74.0,190.0,5.0,Maruti,3,2000.0
550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199.0,88.7,110.0,5.0,Honda,5,4800.0
750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494.0,100.6,200.0,7.0,Toyota,8,2400.0
650000,5621,Petrol,Trustmark Dealer,Automatic,1.0,22.0,1197.0,81.8,113.0,5.0,Maruti,2,4200.0
625000,25538,Petrol,Trustmark Dealer,Manual,1.0,16.78,1496.0,88.73,132.0,5.0,Toyota,4,3000.0
600000,69779,Petrol,Dealer,Automatic,1.0,22.0,1197.0,81.8,113.0,5.0,Maruti,3,4200.0
450000,56290,Diesel,Dealer,Manual,1.0,24.0,1186.0,73.97,190.24,5.0,Hyundai,4,2000.0
5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995.0,190.0,400.0,5.0,BMW,2,2125.0
5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995.0,190.0,400.0,5.0,BMW,2,2125.0
779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199.0,88.76,110.0,5.0,Honda,2,4800.0
645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598.0,103.5,153.0,5.0,Skoda,5,3800.0
2475000,2000,Diesel,Dealer,Automatic,1.0,16.8,1984.0,150.0,350.0,5.0,Volvo,3,2125.0
321000,60000,Petrol,Individual,Automatic,2.0,16.8,1497.0,118.0,146.0,5.0,Honda,11,4800.0
585000,50000,Petrol,Individual,Manual,1.0,17.71,1197.0,78.9,104.0,5.0,Toyota,4,3100.0
225000,70000,Diesel,Individual,Manual,1.0,20.0,1399.0,68.0,160.0,5.0,Ford,10,2000.0
500000,70000,Diesel,Individual,Manual,1.0,25.8,1498.0,98.6,200.0,5.0,Honda,4,1750.0
350000,90000,Diesel,Individual,Manual,3.0,23.0,1396.0,90.0,219.7,5.0,Hyundai,10,2250.0
756000,70000,Diesel,Individual,Manual,2.0,24.52,1248.0,88.5,200.0,7.0,Maruti,5,1750.0
240000,50000,Petrol,Individual,Manual,1.0,22.74,796.0,47.3,69.0,5.0,Maruti,7,3500.0
80000,120000,Petrol,Individual,Manual,2.0,19.7,796.0,35.0,59.8,8.0,Maruti,9,3000.0
800000,5000,Petrol,Individual,Manual,1.0,17.19,1197.0,81.86,114.73,5.0,Hyundai,2,4000.0
1250000,25000,Diesel,Individual,Manual,1.0,17.6,2179.0,147.94,320.0,7.0,Tata,3,2250.0
320000,80000,Diesel,Individual,Manual,3.0,12.05,2179.0,120.0,290.0,7.0,Mahindra,12,2300.0
509999,25000,Petrol,Individual,Manual,1.0,18.9,1197.0,82.0,114.0,5.0,Hyundai,4,4000.0
650000,15000,Diesel,Individual,Manual,1.0,22.95,1248.0,74.0,190.0,5.0,Tata,2,2375.0
210000,35000,Petrol,Individual,Manual,2.0,20.92,998.0,67.1,90.0,5.0,Maruti,10,3500.0
110000,80000,Petrol,Individual,Manual,2.0,19.7,796.0,46.3,62.0,5.0,Maruti,13,3000.0
665000,25000,Diesel,Individual,Manual,1.0,21.5,1497.0,108.5,260.0,5.0,Tata,4,2125.0
555000,52000,Diesel,Individual,Manual,1.0,21.66,1498.0,108.62,250.0,5.0,Volkswagen,4,2250.0
560000,52000,Diesel,Individual,Manual,1.0,21.66,1498.0,108.62,250.0,5.0,Volkswagen,4,2250.0
375000,80000,Diesel,Individual,Manual,1.0,25.32,1198.0,77.0,190.0,6.0,Mahindra,5,2000.0
290000,77000,Diesel,Individual,Manual,2.0,19.7,1248.0,74.0,190.0,5.0,Maruti,10,3500.0
2950000,50000,Diesel,Individual,Automatic,1.0,15.04,2755.0,174.5,450.0,7.0,Toyota,4,2000.0
605000,127000,Diesel,Individual,Manual,1.0,28.4,1248.0,74.02,190.0,5.0,Maruti,4,2000.0
720000,30000,Petrol,Individual,Manual,1.0,17.5,1199.0,88.7,110.0,5.0,Honda,4,4800.0
800000,70000,Diesel,Individual,Manual,1.0,24.52,1248.0,88.5,200.0,7.0,Maruti,4,1750.0
1325000,54000,Diesel,Individual,Manual,1.0,16.0,2179.0,140.0,330.0,7.0,Mahindra,4,2200.0
625000,120000,Diesel,Individual,Manual,2.0,10.5,2835.0,116.9,292.0,6.0,Mitsubishi,10,2000.0
350000,116500,Diesel,Individual,Manual,1.0,23.0,1396.0,90.0,219.7,5.0,Hyundai,10,2250.0
600000,145000,Diesel,Individual,Manual,2.0,12.99,2494.0,100.0,200.0,8.0,Toyota,9,2400.0
300000,120000,Petrol,Individual,Manual,1.0,18.5,1197.0,82.85,113.7,5.0,Hyundai,9,4000.0
240000,120000,Diesel,Individual,Manual,1.0,13.93,2179.0,138.1,320.0,7.0,Tata,10,2200.0
377000,80000,Diesel,Individual,Manual,1.0,25.83,1498.0,99.0,215.0,5.0,Ford,5,2375.0
450000,140000,Petrol,Individual,Manual,1.0,16.02,1373.0,93.7,130.0,7.0,Maruti,8,4000.0
160000,100000,Petrol,Individual,Manual,4.0,13.9,1599.0,103.2,146.1,5.0,Hyundai,13,3000.0
525000,100000,Petrol,Individual,Manual,1.0,20.14,1197.0,81.86,113.75,5.0,Hyundai,2,4000.0
550000,168000,Diesel,Individual,Manual,2.0,12.8,2494.0,102.0,200.1,8.0,Toyota,10,2400.0
270000,120000,Diesel,Individual,Manual,3.0,18.3,1991.0,147.9,327.0,5.0,Chevrolet,11,2600.0
570000,145000,Diesel,Individual,Manual,2.0,23.59,1364.0,67.05,170.0,5.0,Toyota,5,2100.0
225000,90000,Diesel,Individual,Manual,2.0,20.0,1399.0,68.0,160.0,5.0,Ford,10,2000.0
590000,90000,Petrol,Individual,Manual,1.0,20.14,1197.0,81.86,113.75,5.0,Hyundai,2,4000.0
1675000,80000,Diesel,Individual,Manual,1.0,17.1,1956.0,170.0,350.0,5.0,Jeep,3,2125.0
800000,33000,Petrol,Dealer,Manual,1.0,19.4,1194.0,94.93,120.0,5.0,Ford,2,4250.0
450000,13500,Petrol,Individual,Manual,1.0,18.2,1199.0,82.4,108.5,5.0,Chevrolet,7,5000.0
300000,80000,Diesel,Individual,Manual,1.0,17.0,1405.0,70.0,132.4,5.0,Tata,9,2500.0
645000,20000,Petrol,Individual,Manual,1.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,4,4000.0
520000,58000,Diesel,Individual,Manual,1.0,23.4,1248.0,74.0,190.0,5.0,Maruti,8,2000.0
200000,40000,Petrol,Individual,Manual,1.0,21.1,814.0,55.2,74.5,5.0,Hyundai,8,4000.0
700000,30000,Petrol,Individual,Manual,1.0,17.4,1497.0,117.3,145.0,5.0,Honda,6,4600.0
45000,50000,Petrol,Individual,Manual,2.0,16.1,796.0,37.0,59.0,4.0,Maruti,21,2500.0
459999,73000,Diesel,Individual,Manual,1.0,25.83,1498.0,99.0,215.0,5.0,Ford,5,2375.0
325000,90000,Diesel,Individual,Manual,2.0,23.2,1248.0,73.94,190.0,5.0,Maruti,7,2000.0
350000,50000,Petrol,Individual,Manual,2.0,20.51,998.0,67.04,90.0,5.0,Maruti,6,3500.0
440000,80000,Diesel,Individual,Manual,3.0,22.32,1582.0,126.3,259.9,5.0,Hyundai,10,2325.0
320000,70000,Diesel,Individual,Manual,2.0,21.9,1396.0,90.0,219.7,5.0,Hyundai,10,2250.0
169000,41000,Petrol,Individual,Manual,1.0,18.0,995.0,62.0,90.3,5.0,Chevrolet,10,4200.0
350000,50000,Petrol,Individual,Manual,4.0,16.47,1198.0,73.9,110.0,5.0,Volkswagen,8,3750.0
350000,113226,Diesel,Dealer,Manual,1.0,19.68,1399.0,67.0,160.0,5.0,Ford,7,2000.0
310000,90000,Diesel,Individual,Manual,2.0,20.0,1399.0,68.1,160.0,5.0,Ford,8,2000.0
150000,70000,Petrol,Individual,Manual,3.0,19.7,1248.0,74.0,190.0,5.0,Maruti,14,3500.0
420000,160500,Diesel,Individual,Manual,4.0,13.5,2179.0,115.0,277.5,5.0,Mahindra,11,1950.0
685000,30000,Petrol,Individual,Automatic,1.0,19.12,1373.0,91.1,130.0,5.0,Maruti,6,4000.0
560000,132000,Diesel,Individual,Manual,2.0,19.72,1461.0,108.45,245.0,5.0,Renault,7,1750.0
470000,120000,Diesel,Individual,Manual,3.0,22.9,1248.0,74.0,190.0,5.0,Maruti,8,2000.0
380000,80000,Petrol,Individual,Manual,2.0,16.2,1599.0,103.2,146.1,5.0,Hyundai,10,3000.0
670000,57000,Diesel,Individual,Manual,2.0,15.4,1997.0,120.0,280.0,7.0,Mahindra,6,2300.0
550000,5000,Petrol,Individual,Manual,1.0,22.0,1197.0,81.8,113.0,5.0,Maruti,3,4200.0
749000,25000,Petrol,Individual,Manual,1.0,17.01,1591.0,121.3,154.9,5.0,Hyundai,5,4200.0
899000,80000,Diesel,Individual,Manual,2.0,19.67,1582.0,126.2,259.9,5.0,Hyundai,6,2325.0
290000,88000,Diesel,Individual,Manual,3.0,16.52,1991.0,123.7,305.0,5.0,Chevrolet,10,2000.0
869999,217000,Diesel,Individual,Manual,2.0,12.99,2494.0,100.6,200.0,7.0,Toyota,7,2400.0
350000,60000,Petrol,Individual,Manual,1.0,20.62,1198.0,67.0,104.0,7.0,Datsun,6,4000.0
500000,43000,Petrol,Individual,Manual,1.0,20.85,1197.0,83.14,115.0,5.0,Maruti,4,4000.0
400000,77000,Diesel,Individual,Automatic,2.0,21.66,1498.0,103.6,250.0,5.0,Skoda,7,2000.0
260000,30000,Petrol,Individual,Manual,1.0,25.17,799.0,53.3,72.0,5.0,Renault,5,4386.0
220000,40000,Petrol,Individual,Manual,2.0,22.74,796.0,47.3,69.0,5.0,Maruti,6,3500.0
190000,139000,Diesel,Individual,Manual,2.0,18.2,1248.0,73.8,172.5,8.0,Chevrolet,7,1750.0
400000,80000,Petrol,Individual,Manual,1.0,18.9,1197.0,82.0,114.0,5.0,Hyundai,5,4000.0
170000,76000,Diesel,Individual,Manual,2.0,25.44,936.0,56.3,142.5,5.0,Chevrolet,7,1750.0
650000,3500,Petrol,Individual,Manual,1.0,18.6,1197.0,81.86,117.0,5.0,Hyundai,2,4000.0
60000,62000,Petrol,Individual,Manual,2.0,16.1,796.0,37.0,59.0,4.0,Maruti,14,2500.0
300000,110000,Petrol,Individual,Manual,2.0,12.0,2092.0,127.0,196.1,7.0,Tata,14,3750.0
125000,40000,Petrol,Individual,Manual,2.0,16.2,995.0,62.1,90.3,5.0,Chevrolet,9,4200.0
130000,120000,Diesel,Individual,Manual,2.0,19.7,1248.0,74.0,190.0,5.0,Tata,8,3500.0
170000,70000,Petrol,Individual,Manual,3.0,19.7,796.0,46.3,62.0,5.0,Maruti,10,3000.0
310000,77000,Diesel,Individual,Manual,2.0,19.3,1248.0,73.9,190.0,5.0,Maruti,9,2000.0
130000,110000,Petrol,Individual,Manual,2.0,18.0,995.0,62.0,90.3,5.0,Chevrolet,10,4200.0
465000,20000,Petrol,Individual,Manual,1.0,20.51,998.0,67.04,90.0,5.0,Maruti,5,3500.0
160000,90000,Diesel,Individual,Manual,3.0,19.7,1248.0,74.0,190.0,5.0,Mahindra,26,3500.0
800000,120005,Diesel,Individual,Automatic,2.0,11.0,2987.0,198.5,456.0,5.0,Mercedes-Benz,16,2100.0
260000,16830,Petrol,Individual,Manual,1.0,20.2,998.0,67.1,90.0,5.0,Maruti,9,3500.0
500000,70000,Diesel,Individual,Manual,1.0,15.96,2523.0,63.0,180.0,9.0,Mahindra,8,1470.0
325000,38000,Petrol,Individual,Manual,1.0,23.01,999.0,67.0,91.0,5.0,Renault,4,4250.0
400000,80000,Diesel,Individual,Manual,1.0,15.96,2523.0,63.0,180.0,9.0,Mahindra,8,1470.0
3200000,50000,Diesel,Individual,Manual,1.0,14.24,2755.0,174.5,420.0,7.0,Toyota,3,2000.0
200000,50000,Diesel,Individual,Manual,1.0,17.88,1396.0,52.8,85.0,5.0,Tata,14,2500.0
450000,52000,Diesel,Individual,Manual,1.0,17.21,1493.0,100.0,240.0,7.0,Mahindra,8,2200.0
229999,50000,Diesel,Individual,Manual,1.0,17.0,1405.0,70.0,132.4,5.0,Tata,9,2500.0
340000,30000,Petrol,Individual,Manual,1.0,21.1,814.0,55.2,74.5,5.0,Hyundai,5,4000.0
550000,103000,Diesel,Individual,Manual,1.0,15.96,2523.0,62.1,195.0,7.0,Mahindra,7,1800.0
975000,93468,Diesel,Individual,Automatic,2.0,11.4,2953.0,153.86,380.0,7.0,Ford,10,2500.0
3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969.0,190.0,190.0,5.0,Volvo,2,3500.0
225000,80000,Petrol,Individual,Manual,2.0,14.0,1595.0,102.0,147.1,5.0,Volkswagen,11,3800.0
3250000,12000,Diesel,Individual,Automatic,1.0,10.91,3198.0,197.0,470.0,7.0,Ford,3,2125.0
280000,70000,Diesel,Individual,Manual,1.0,25.0,1396.0,69.0,140.0,5.0,Tata,8,2400.0
700000,4500,Petrol,Individual,Manual,1.0,19.5,1199.0,88.76,110.0,5.0,Honda,2,4800.0
259000,35000,Diesel,Individual,Manual,1.0,23.03,1396.0,69.0,140.0,5.0,Tata,9,2400.0
3200000,60000,Diesel,Individual,Automatic,1.0,15.04,2755.0,174.5,450.0,7.0,Toyota,3,2000.0
1400000,30000,Diesel,Individual,Manual,1.0,16.0,1997.0,140.0,320.0,7.0,Mahindra,3,2200.0
416000,40000,Petrol,Individual,Automatic,1.0,17.01,1499.0,110.4,136.0,5.0,Ford,6,4250.0
250000,70000,Diesel,Individual,Manual,1.0,19.0,1248.0,90.0,200.0,5.0,Tata,10,2375.0
210000,120000,Diesel,Individual,Manual,1.0,21.12,1248.0,88.8,200.0,5.0,Tata,11,2375.0
290000,120000,Diesel,Individual,Manual,2.0,12.05,2179.0,120.0,290.0,8.0,Mahindra,13,2300.0
220000,90000,Diesel,Individual,Manual,1.0,23.03,1396.0,69.0,140.0,5.0,Tata,9,2400.0
246000,35000,Diesel,Individual,Manual,2.0,23.03,1396.0,69.0,140.0,5.0,Tata,9,2400.0
260000,30000,Petrol,Individual,Manual,1.0,16.8,796.0,34.2,59.0,8.0,Maruti,3,2500.0
1050000,70000,Diesel,Individual,Manual,1.0,21.38,1396.0,88.7,219.7,5.0,Hyundai,3,2125.0
290000,60000,Diesel,Individual,Manual,1.0,21.02,1248.0,88.76,200.0,5.0,Tata,9,2375.0
310000,70000,Diesel,Individual,Manual,1.0,25.0,1396.0,69.0,140.0,5.0,Tata,8,2400.0
700000,6000,Petrol,Individual,Manual,1.0,18.6,1197.0,81.83,114.7,5.0,Hyundai,3,4000.0
550000,20000,Petrol,Individual,Manual,1.0,20.4,1197.0,81.8,113.0,5.0,Maruti,5,4200.0
450000,70000,Diesel,Individual,Manual,1.0,19.09,1405.0,69.01,135.0,5.0,Tata,4,2500.0
773000,65000,Petrol,Individual,Manual,1.0,17.8,1497.0,117.3,145.0,5.0,Honda,5,4600.0
450000,25000,Petrol,Individual,Manual,1.0,23.84,1199.0,84.0,114.0,5.0,Tata,4,3500.0
409999,10000,Petrol,Individual,Manual,1.0,15.37,1196.0,73.0,101.0,5.0,Maruti,2,3000.0
45000,35000,Petrol,Individual,Manual,4.0,16.1,796.0,37.0,59.0,4.0,Maruti,18,2500.0
600000,80000,Petrol,Individual,Automatic,2.0,11.07,2496.0,179.5,228.0,5.0,Nissan,7,4400.0
250000,63000,Petrol,Individual,Manual,1.0,18.6,1199.0,79.4,108.0,5.0,Chevrolet,11,4400.0
70000,100000,Diesel,Individual,Manual,1.0,16.8,1405.0,62.0,122.6,5.0,Tata,13,2500.0
690000,1303,Petrol,Dealer,Manual,1.0,17.8,1198.0,86.7,109.0,5.0,Honda,2,4500.0
3975000,31800,Diesel,Dealer,Automatic,1.0,17.01,1968.0,188.0,400.0,5.0,Audi,3,2375.0
5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487.0,214.56,202.0,5.0,Lexus,2,4400.0
3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999.0,177.0,430.0,5.0,Jaguar,4,2125.0
4100000,17000,Petrol,Individual,Automatic,1.0,9.5,3604.0,280.0,347.0,5.0,Jeep,4,4300.0
1000000,4295,Petrol,Trustmark Dealer,Manual,1.0,17.1,1496.0,105.5,140.0,5.0,Toyota,3,4200.0
1000000,5229,Petrol,Trustmark Dealer,Manual,1.0,17.1,1496.0,105.5,140.0,5.0,Toyota,3,4200.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494.0,157.7,213.0,5.0,Toyota,5,4500.0
925000,23712,Diesel,Trustmark Dealer,Manual,1.0,28.09,1248.0,88.5,200.0,5.0,Maruti,3,1750.0
550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199.0,88.7,110.0,5.0,Honda,5,4800.0
430000,16589,Petrol,Trustmark Dealer,Manual,1.0,20.51,998.0,67.04,90.0,5.0,Maruti,3,3500.0
750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494.0,100.6,200.0,7.0,Toyota,8,2400.0
675000,53201,Petrol,Trustmark Dealer,Manual,2.0,17.8,1497.0,117.3,145.0,5.0,Honda,5,4600.0
570000,25272,Petrol,Trustmark Dealer,Manual,1.0,21.01,1197.0,81.8,113.0,5.0,Maruti,4,4200.0
850000,53619,Diesel,Trustmark Dealer,Manual,1.0,24.3,1248.0,88.5,200.0,5.0,Maruti,4,1750.0
5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995.0,190.0,400.0,5.0,BMW,2,2125.0
5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995.0,190.0,400.0,5.0,BMW,2,2125.0
779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199.0,88.76,110.0,5.0,Honda,2,4800.0
640000,6001,Petrol,Dealer,Manual,1.0,15.9,1496.0,120.69,149.0,5.0,Ford,3,4500.0
250000,80000,Diesel,Individual,Manual,1.0,19.09,1405.0,69.01,135.0,5.0,Tata,8,2500.0
1250000,12000,Diesel,Individual,Manual,1.0,19.6,1461.0,108.45,245.0,5.0,Renault,3,1750.0
889000,25000,Petrol,Individual,Manual,1.0,17.0,1497.0,121.31,150.0,5.0,Ford,4,4500.0
750000,40000,Diesel,Individual,Manual,2.0,22.54,1396.0,88.73,219.7,5.0,Hyundai,4,2125.0
320000,130000,Diesel,Individual,Manual,3.0,17.8,1248.0,75.0,190.0,5.0,Maruti,11,2000.0
600000,202000,Diesel,Individual,Manual,1.0,17.67,1968.0,138.08,320.0,5.0,Skoda,10,2125.0
1000000,40000,Diesel,Individual,Manual,1.0,28.09,1248.0,88.5,200.0,5.0,Maruti,3,1750.0
110000,70000,Petrol,Individual,Manual,4.0,17.3,993.0,60.0,78.0,5.0,Maruti,21,4500.0
250000,120000,Petrol,Individual,Manual,2.0,17.7,1497.0,78.0,124.5,5.0,Honda,13,2700.0
600000,60000,Diesel,Individual,Manual,1.0,26.59,1248.0,74.0,190.0,5.0,Maruti,6,2000.0
165000,60000,Petrol,Individual,Manual,1.0,19.0,998.0,67.1,90.0,5.0,Maruti,12,3500.0
118000,60000,Petrol,Individual,Manual,2.0,19.7,796.0,46.3,62.0,5.0,Maruti,17,3000.0
700000,78000,Diesel,Individual,Manual,1.0,27.39,1248.0,74.0,190.0,5.0,Maruti,5,2000.0
585000,80000,Diesel,Individual,Manual,2.0,20.46,1461.0,83.8,200.0,5.0,Renault,8,1900.0
120000,120000,Petrol,Individual,Manual,4.0,19.7,796.0,46.3,62.0,5.0,Maruti,15,3000.0
65000,90000,Petrol,Individual,Manual,4.0,16.1,796.0,37.0,59.0,4.0,Maruti,18,2500.0
150000,100000,Petrol,Individual,Manual,2.0,19.7,796.0,46.3,62.0,5.0,Maruti,15,3000.0
150000,70000,Petrol,Individual,Manual,4.0,19.7,796.0,46.3,62.0,5.0,Maruti,12,3000.0
170000,160000,Diesel,Individual,Manual,3.0,13.1,1493.0,82.0,187.0,5.0,Hyundai,17,2500.0
250000,120000,Diesel,Individual,Manual,3.0,10.5,2179.0,120.0,290.0,8.0,Mahindra,15,2300.0
100000,100000,Diesel,Individual,Manual,3.0,13.1,1493.0,82.0,187.0,5.0,Hyundai,16,2500.0
599000,60000,Diesel,Individual,Manual,2.0,20.77,1248.0,88.76,200.0,7.0,Maruti,8,1750.0
250000,135000,Diesel,Individual,Manual,3.0,18.3,1991.0,147.9,327.0,5.0,Chevrolet,11,2600.0
570000,90000,Petrol,Individual,Manual,1.0,20.4,1197.0,81.8,113.0,5.0,Maruti,5,4200.0
440000,75000,Diesel,Individual,Manual,2.0,22.07,1199.0,73.9,180.0,5.0,Volkswagen,8,2000.0
300000,185000,Diesel,Individual,Manual,2.0,11.4,2494.0,100.6,200.0,7.0,Toyota,16,2400.0
300000,71717,Petrol,Individual,Automatic,2.0,19.34,1198.0,76.0,104.0,5.0,Nissan,6,4400.0
500000,150000,Diesel,Individual,Automatic,2.0,11.79,2179.0,120.0,290.0,8.0,Mahindra,10,2300.0
660000,55000,Diesel,Individual,Manual,1.0,26.59,1248.0,74.0,190.0,5.0,Maruti,5,2000.0
256000,90000,Petrol,Individual,Manual,2.0,15.3,1596.0,99.6,146.0,5.0,Ford,9,3400.0
409999,35000,Petrol,Individual,Manual,1.0,23.01,999.0,67.0,91.0,5.0,Renault,3,4250.0
1888000,120000,Diesel,Individual,Manual,2.0,12.55,2982.0,168.5,343.0,7.0,Toyota,6,2400.0
250000,100000,LPG,Individual,Manual,2.0,13.45,1086.0,62.1,96.1,5.0,Hyundai,10,3000.0
280000,40000,Petrol,Individual,Automatic,3.0,12.9,1799.0,130.0,172.0,5.0,Honda,12,4300.0
300000,100000,Diesel,Individual,Manual,1.0,13.0,2489.0,95.0,220.0,8.0,Mahindra,11,2000.0
900000,120000,Diesel,Individual,Manual,1.0,14.1,2179.0,147.94,320.0,5.0,Tata,5,2250.0
190000,60000,Petrol,Individual,Manual,1.0,19.0,998.0,67.1,90.0,5.0,Maruti,7,3500.0
800000,2000,Diesel,Individual,Manual,1.0,15.96,2523.0,63.0,180.0,9.0,Mahindra,2,1470.0
450000,100000,Diesel,Individual,Manual,1.0,14.0,2523.0,75.0,200.0,8.0,Mahindra,9,1800.0
400000,110000,Diesel,Individual,Manual,1.0,14.95,2489.0,93.7,218.0,7.0,Mahindra,6,2000.0
